Title,English Name,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
Mahou Shoujo Madoka☆Magica: Hangyaku no Monogatari,,Movie,1.0,"Drama, Fantasy, Mahou Shoujo, Mystery, Psychological, Thriller",,2013-2013,,8.4
PLUTO,,ONA,8.0,"Action, Mystery, Psychological, Sci-Fi",,2023-2023,,8.4
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,,TV,1.0,"Action, Adventure, Drama, Fantasy, Psychological, Romance, Thriller",,2021-2021,,8.4
Kimetsu no Yaiba: Mugen Ressha-hen,,Movie,7.0,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",,2021-2021,,8.4
Karakai Jouzu no Takagi-san Movie,,Movie,1.0,"Comedy, Romance, Slice of Life",,2022-2022,,8.4
Kara no Kyoukai: Mujun Rasen,,Movie,1.0,"Action, Drama, Mystery, Romance, Supernatural, Thriller",,2008-2008,,8.4
SPY×FAMILY,,TV,12.0,"Action, Comedy, Slice of Life, Supernatural",,2022-2022,,8.4
JoJo no Kimyou na Bouken: Ougon no Kaze,,TV,39.0,"Action, Adventure, Drama, Mystery, Supernatural",,2018-2018,,8.4
JoJo no Kimyou na Bouken: Diamond wa Kudakenai,,TV,39.0,"Action, Adventure, Drama, Mystery, Supernatural",,2016-2016,,8.4
Shingeki no Kyojin 2,,TV,12.0,"Action, Drama, Fantasy, Mystery",,2017-2017,,8.4
Spy x Family,,TV,1.0,,,2022-2022,,8.4
Tengen Toppa Gurren Lagann: Lagann-hen,,Movie,1.0,"Action, Drama, Mecha, Romance, Sci-Fi",,2009-2009,,8.4
Yuru Camp△ SEASON 2,,TV,13.0,"Comedy, Slice of Life",,2021-2021,,8.4
Zoku Owarimonogatari,,OVA,6.0,"Drama, Mystery, Supernatural",,2019-2019,,8.4
GTO,,TV,43.0,"Comedy, Drama, Slice of Life",,1999-1999,,8.4
GIRLS BAND CRY,,TV,13.0,"Drama, Music, Slice of Life",,2024-2024,,8.4
Fate/stay night [Heaven's Feel] II. lost butterfly,,Movie,1.0,"Action, Fantasy, Psychological, Romance, Supernatural, Thriller",,2019-2019,,8.4
DEATH NOTE,,TV,37.0,"Mystery, Psychological, Supernatural, Thriller",,2006-2006,,8.4
Chihayafuru 3,,TV,2.0,"Drama, Romance, Slice of Life, Sports",,2019-2019,,8.4
Tian Guan Ci Fu Special,,ONA,1.0,"Drama, Fantasy, Romance",,2021-2021,,8.4
[Oshi no Ko] 2nd Season,,TV,13.0,"Drama, Mystery, Psychological, Supernatural",,2024-2024,,8.4
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,,TV,1.0,,,2019-2019,,8.4
Josee to Tora to Sakana-tachi,,Movie,1.0,,,2020-2020,,8.39
Fruits Basket: Prelude,,Movie,1.0,,,2022-2022,,8.39
Vivy: Fluorite Eye's Song,,TV,1.0,,,2021-2021,,8.39
Doupo Cangqiong: Nian Fan,,ONA,1.0,,,2022-2022,,8.39
Made in Abyss Movie 2: Hourou Suru Tasogare,,Movie,1.0,,,2019-2019,,8.38
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),,Movie,1.0,,,2009-2009,,8.38
Ramayana: The Legend of Prince Rama,,Movie,1.0,,,1993-1993,,8.38
Gintama°: Aizome Kaori-hen,,OVA,2.0,,,2016-2016,,8.38
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,,Movie,1.0,,,2012-2012,,8.37
Mahou Shoujo Madoka★Magica,,TV,1.0,,,2011-2011,,8.37
Tensei shitara Slime Datta Ken 2nd Season,,TV,1.0,,,2021-2021,,8.37
Haikyuu!! To the Top,,TV,1.0,,,2020-2020,,8.37
Blue Giant,,Movie,1.0,,,2023-2023,,8.37
Jujutsu Kaisen 0,,Movie,,"Action, Supernatural",,2021-2021,,8.37
Non Non Biyori Nonstop,,TV,1.0,,,2021-2021,,8.36
Meitantei Conan Movie 26: Kurogane no Submarine,,Movie,1.0,,,2023-2023,,8.36
Initial D First Stage,,TV,2.0,,,1998-1998,,8.35
K-On! Movie,,Movie,1.0,,,2011-2011,,8.35
Shinseiki Evangelion,,TV,2.0,,,1995-1995,,8.35
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,,TV,1.0,,,2020-2020,,8.35
Gintama: Shiroyasha Koutan,,Special,1.0,,,2008-2008,,8.35
IDOLiSH7 Third Beat! Part 2,,TV,1.0,,,2022-2022,,8.34
Tunshi Xingkong 3rd Season,,ONA,3.0,,,2022-2022,,8.34
One Punch Man,,TV,1.0,"Action, Comedy, Sci-Fi, Supernatural",,2015-2015,,8.34
Kage no Jitsuryokusha ni Naritakute! 2nd Season,,TV,1.0,,,2023-2023,,8.34
Girls & Panzer: Saishuushou Part 4,,Movie,1.0,,,2023-2023,,8.34
Bakuman. 2nd Season,,TV,2.0,,,2011-2011,,8.34
Wu Shan Wu Xing: Xichuan Huan Zi Lin,,ONA,4.0,,,2023-2023,,8.34
Banana Fish,,TV,2.0,,,2018-2018,,8.33
Dr. Stone: New World Part 2,,TV,1.0,,,2023-2023,,8.33
Douluo Dalu 2nd Season,,ONA,2.0,,,2018-2018,,8.33
Kidou Senshi Gundam: The Origin,,OVA,6.0,,,2015-2015,,8.33
Zoku Natsume Yuujinchou,,TV,1.0,"Drama, Fantasy, Slice of Life, Supernatural",,2009-2009,,8.32
Tensei shitara Slime Datta Ken 2nd Season Part 2,,TV,1.0,,,2021-2021,,8.32
Hotaru no Haka,,Movie,1.0,Drama,,1988-1988,,8.32
Ookami Kodomo no Ame to Yuki,,Movie,1.0,"Drama, Fantasy, Romance, Slice of Life",,2012-2012,,8.32
Golden Kamuy 3rd Season,,TV,1.0,"Action, Adventure, Comedy",,2020-2020,,8.31
Kaze ga Tsuyoku Fuiteiru,,TV,2.0,"Drama, Sports",,2018-2018,,8.31
Violet Evergarden: Recollections,,Special,1.0,,,2021-2021,,8.31
Haikyuu!!,,TV,2.0,"Comedy, Drama, Sports",,2014-2014,,8.31
86,,TV,1.0,,,2021-2021,,8.31
Hunter x Hunter: Original Video Animation,,OVA,8.0,,,2002-2002,,8.31
Romeo no Aoi Sora,,TV,3.0,,,1995-1995,,8.31
Sasaki to Miyano Movie: Sotsugyou-hen,,Movie,1.0,,,2023-2023,,8.31
Kimetsu no Yaiba,,TV,2.0,"Action, Adventure, Drama, Fantasy, Supernatural",,2019-2019,,8.31
Houseki no Kuni,,TV,1.0,"Action, Drama, Fantasy, Mystery, Psychological",,2017-2017,,8.31
Saiki Kusuo no Ψ-nan 2,,TV,2.0,"Comedy, Slice of Life, Supernatural",,2018-2018,,8.31
Kono Subarashii Sekai ni Shukufuku wo! 3,,TV,1.0,"Action, Adventure, Comedy, Ecchi, Fantasy",,2024-2024,,8.31
Saenai Heroine no Sodatekata Fine,,Movie,1.0,"Comedy, Romance, Slice of Life",,2019-2019,,8.31
Mushishi: Hihamukage,,Special,,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",,2014-2014,,8.31
Nichijou,,TV,2.0,"Comedy, Slice of Life",,2011-2011,,8.31
Uchuu Kyoudai,,TV,9.0,"Comedy, Sci-Fi, Slice of Life",,2012-2012,,8.31
Chihayafuru 2,,TV,2.0,"Drama, Romance, Slice of Life, Sports",,2013-2013,,8.31
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,,Movie,1.0,"Drama, Fantasy, Slice of Life",,2019-2019,,8.31
Wu Liuqi: Xuanwu Guo Pian,,ONA,1.0,"Action, Comedy",,2021-2021,,8.31
Yakusoku no Neverland,,TV,1.0,"Drama, Fantasy, Horror, Mystery, Psychological, Thriller",,2019-2019,,8.31
Yuru Camp△ Movie,,Movie,1.0,"Comedy, Slice of Life",,2022-2022,,8.31
Fruits Basket: prelude,,Movie,1.0,"Drama, Romance",,2022-2022,,8.3
My Hero Academia,,,,,,2016-2016,,8.3
Haikyuu!! TO THE TOP,,TV,13.0,"Comedy, Drama, Sports",,2020-2020,,8.3
Non Non Biyori: Nonstop,,TV,12.0,"Comedy, Slice of Life",,2021-2021,,8.3
The Disastrous Life of Saiki K.,,,,,,2016-2016,,8.3
Ore dake Level Up na Ken,,TV,1.0,"Action, Adventure, Fantasy",,2024-2024,,8.3
Modao Zushi 2,,ONA,8.0,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",,2019-2019,,8.3
Kono Subarashii Sekai ni Shukufuku wo! Kurenai Densetsu,,Movie,1.0,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",,2019-2019,,8.3
Gurren Lagann,,,,,,2007-2007,,8.3
Parasyte: The Maxim,,,,,,2014-2014,,8.3
Kono Oto Tomare! 2,,TV,13.0,"Drama, Music, Romance, Slice of Life",,2019-2019,,8.3
Kizumonogatari I: Tekketsu-hen,,Movie,1.0,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural",,2016-2016,,8.3
Gintama: Shinyaku Benizakura-hen,,Movie,1.0,"Action, Comedy, Sci-Fi",,2010-2010,,8.3
Dr. STONE: NEW WORLD Part 2,,TV,11.0,"Action, Adventure, Comedy, Sci-Fi",,2023-2023,,8.3
Kaijuu 8-gou,,TV,1.0,"Action, Sci-Fi",,2024-2024,,8.3
Kaguya-sama wa Kokurasetai: Tensaitachi no Renai Zunousen,,TV,12.0,"Comedy, Psychological, Romance, Slice of Life",,2019-2019,,8.3
Kage no Jitsuryokusha ni Naritakute! 2nd season,,TV,12.0,"Action, Comedy, Fantasy",,2023-2023,,8.3
K-ON! Movie,,Movie,1.0,"Comedy, Music, Slice of Life",,2011-2011,,8.3
Hibike! Euphonium 2,,TV,1.0,"Drama, Music, Slice of Life",,2016-2016,,8.3
Welcome to the N.H.K.,,,,,,2006-2006,,8.3
3-gatsu no Lion,,TV,2.0,"Drama, Slice of Life",,2016-2016,,8.3
Bakuman. 3,,TV,25.0,"Comedy, Drama, Romance, Slice of Life",,2012-2012,,8.3
Ansatsu Kyoushitsu 2,,TV,25.0,"Action, Comedy, Drama, Supernatural",,2016-2016,,8.3
Fullmetal Alchemist,,TV,5.0,,,2003-2003,,8.3
BANANA FISH,,TV,24.0,"Action, Adventure, Drama, Psychological, Thriller",,2018-2018,,8.3
Mushoku Tensei: Jobless Reincarnation,,,,,,2021-2021,,8.3
Tensei Shitara Slime Datta Ken 2nd Season,,TV,12.0,"Action, Adventure, Comedy, Fantasy",,2021-2021,,8.3
Evangelion Movie 2: Ha,,Movie,1.0,,,2009-2009,,8.3
Summer Time Render,,TV,25.0,"Action, Drama, Mystery, Supernatural, Thriller",,2022-2022,,8.3
SLAM DUNK,,TV,101.0,"Comedy, Drama, Slice of Life, Sports",,1996-1996,,8.3
Kemono no Souja Erin,,TV,5.0,,,2009-2009,,8.3
Luo Xiao Hei Zhan Ji (Movie),,Movie,1.0,,,2019-2019,,8.3
Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,,Movie,1.0,"Drama, Psychological, Romance, Supernatural",,2023-2023,,8.3
Tensei Shitara Slime Datta Ken 2nd Season Part 2,,TV,12.0,"Action, Adventure, Comedy, Fantasy",,2021-2021,,8.3
Tian Guan Ci Fu,,ONA,11.0,"Adventure, Drama, Fantasy, Romance",,2020-2020,,8.3
Shin Seiki Evangelion,,TV,26.0,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",,1995-1995,,8.3
Liz to Aoi Tori,,Movie,1.0,"Drama, Music, Slice of Life",,2018-2018,,8.29
Beck,,TV,2.0,,,2004-2004,,8.29
Meitantei Conan Movie 06: Baker Street no Bourei,,Movie,1.0,,,2002-2002,,8.29
Kuroko no Basket 3rd Season,,TV,2.0,,,2015-2015,,8.29
Doukyuusei (Movie),,Movie,1.0,,,2016-2016,,8.28
Perfect Blue,,Movie,1.0,,,1998-1998,,8.28
Kino no Tabi: The Beautiful World,,TV,1.0,,,2003-2003,,8.28
Rurouni Kenshin: Meiji Kenkaku Romantan,,TV,9.0,,,1996-1996,,8.28
Hellsing Ultimate,,OVA,1.0,,,2006-2006,,8.27
Shirobako,,TV,2.0,,,2014-2014,,8.27
Tunshi Xingkong 2nd Season,,ONA,2.0,,,2021-2021,,8.27
Koukaku Kidoutai,,Movie,1.0,,,1995-1995,,8.27
Hotarubi no Mori e,,Movie,1.0,,,2011-2011,,8.27
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,,Movie,4.0,,,2019-2019,,8.27
Gin no Saji 2nd Season,,TV,1.0,,,2014-2014,,8.27
Diamond no Ace: Act II,,TV,5.0,,,2019-2019,,8.27
Boku no Hero Academia 6th Season,,TV,2.0,,,2022-2022,,8.27
Naruto: Shippuuden,,TV,5.0,,,2007-2007,,8.27
Tsubasa: Tokyo Revelations,,OVA,3.0,,,2007-2007,,8.26
Nodame Cantabile,,TV,2.0,,,2007-2007,,8.26
Space☆Dandy 2nd Season,,TV,1.0,,,2014-2014,,8.26
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,,Movie,1.0,,,2011-2011,,8.25
Stranger: Mukou Hadan,,Movie,1.0,,,2007-2007,,8.25
Tanoshii Muumin Ikka,,TV,7.0,,,1990-1990,,8.25
Tunshi Xingkong 4th Season,,ONA,7.0,,,2023-2023,,8.25
Hunter x Hunter: Greed Island Final,,OVA,1.0,,,2004-2004,,8.25
Kuroshitsuji Movie: Book of the Atlantic,,Movie,1.0,,,2017-2017,,8.25
Planetes,,TV,2.0,,,2003-2003,,8.25
Meitantei Conan: Episode One - Chiisaku Natta Meitantei,,TV,,,,2016-2016,,8.24
Hajime no Ippo: Mashiba vs. Kimura,,OVA,1.0,,,2003-2003,,8.24
Non Non Biyori Movie: Vacation,,Movie,1.0,,,2018-2018,,8.24
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,,TV,1.0,,,2023-2023,,8.24
Kobayashi-san Chi no Maid Dragon S,,TV,1.0,,,2021-2021,,8.24
Spy x Family Part 2,,TV,1.0,,,2022-2022,,8.24
Bakemono no Ko,,Movie,1.0,,,2015-2015,,8.23
IDOLiSH7 Third Beat!,,TV,1.0,,,2021-2021,,8.23
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,,TV,2.0,,,2016-2016,,8.23
Haikyuu!! Movie 4: Concept no Tatakai,,Movie,1.0,,,2017-2017,,8.23
Wu Liuqi: Zui Qiang Fa Xing Shi,,ONA,1.0,,,2019-2019,,8.22
Shen Yin Wangzuo 2nd Season,,ONA,1.0,,,2022-2022,,8.22
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,,Movie,1.0,"Drama, Fantasy, Psychological",,2018-2018,,8.22
Doupo Cangqiong 4th Season,,ONA,2.0,,,2021-2021,,8.22
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,,Movie,1.0,,,2012-2012,,8.22
Trigun,,TV,2.0,,,1998-1998,,8.22
Saiki Kusuo no Ψ-nan,,TV,1.0,"Comedy, Slice of Life, Supernatural",,2016-2016,,8.22
Kamisama Hajimemashita: Kako-hen,,OVA,4.0,"Comedy, Fantasy, Romance, Supernatural",,2015-2015,,8.22
Psycho-Pass,,TV,2.0,,,2012-2012,,8.22
Grand Blue,,TV,1.0,"Comedy, Slice of Life, Sports",,2018-2018,,8.22
Yuu☆Yuu☆Hakusho,,TV,1.0,"Action, Adventure, Comedy, Supernatural",,1992-1992,,8.22
Gintama.: Porori-hen,,TV,1.0,"Action, Comedy, Drama, Sci-Fi",,2017-2017,,8.22
Mushishi Zoku Shou: Odoro no Michi,,Special,,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",,2014-2014,,8.22
Cowboy Bebop: Tengoku no Tobira,,Movie,1.0,"Action, Drama, Mystery, Sci-Fi",,2001-2001,,8.22
Kage no Jitsuryokusha ni Naritakute!,,TV,2.0,"Action, Comedy, Fantasy",,2022-2022,,8.21
Barakamon,,TV,1.0,Slice of Life,,2014-2014,,8.21
Great Pretender,,TV,2.0,,,2020-2020,,8.21
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",,OVA,1.0,"Drama, Fantasy, Romance, Slice of Life",,2018-2018,,8.21
Karakai Jouzu no Takagi-san 3,,TV,1.0,"Comedy, Romance, Slice of Life",,2022-2022,,8.21
Bakemonogatari,,TV,1.0,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural",,2009-2009,,8.21
Diamond no Ace: Second Season,,TV,5.0,Sports,,2015-2015,,8.21
Gyakkyou Burai Kaiji: Ultimate Survivor,,TV,2.0,"Psychological, Thriller",,2007-2007,,8.21
Fate/stay night: Unlimited Blade Works 2nd Season,,TV,1.0,"Action, Drama, Fantasy, Supernatural",,2015-2015,,8.21
Berserk: Ougon Jidai-hen III - Kourin,,Movie,1.0,,,2013-2013,,8.21
Suzume no Tojimari,,Movie,1.0,"Adventure, Fantasy, Mystery, Supernatural",,2022-2022,,8.21
Given,,TV,1.0,"Drama, Music, Romance, Slice of Life",,2019-2019,,8.21
Fruits Basket 1st Season,,TV,2.0,,,2019-2019,,8.21
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,,Movie,1.0,,,2000-2000,,8.21
Mushoku Tensei: Isekai Ittara Honki Dasu,,TV,1.0,"Adventure, Drama, Ecchi, Fantasy",,2021-2021,,8.21
Major S1,,TV,2.0,,,2004-2004,,8.21
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,,TV,1.0,"Action, Adventure, Drama, Fantasy, Psychological, Thriller",,2020-2020,,8.21
Magi: The Kingdom of Magic,,TV,2.0,,,2013-2013,,8.21
SKET Dance,,TV,7.0,,,2011-2011,,8.21
Major S5,,TV,2.0,"Comedy, Drama, Romance, Sports",,2009-2009,,8.21
Vivy: Fluorite Eye’s Song,,TV,13.0,"Action, Drama, Music, Sci-Fi, Thriller",,2021-2021,,8.2
Gyakkyou Burai Kaiji: Hakairoku-hen,,TV,2.0,"Psychological, Thriller",,2011-2011,,8.2
Captain Tsubasa,,,,,,2018-2018,,8.2
HUNTER×HUNTER,,TV,62.0,"Action, Adventure, Fantasy",,2001-2001,,8.2
Steins;Gate: Fuka Ryouiki no Déjà vu,,Movie,1.0,"Drama, Romance, Sci-Fi, Thriller",,2013-2013,,8.2
Shoujo Kakumei Utena,,TV,3.0,"Drama, Fantasy, Mystery, Psychological, Romance",,1997-1997,,8.2
86: Eighty Six,,TV,11.0,"Action, Drama, Mecha, Sci-Fi",,2021-2021,,8.2
Horimiya: piece,,TV,13.0,"Comedy, Romance, Slice of Life",,2023-2023,,8.2
Yuri!!! On Ice,,,,,,2016-2016,,8.2
Shingeki no Kyojin Gaiden: Kuinaki Sentaku,,OVA,2.0,"Action, Fantasy",,2015-2015,,8.2
World Trigger 3rd Season,,TV,1.0,"Action, Sci-Fi",,2021-2021,,8.2
IDOLiSH7: Third BEAT! Part 2,,TV,17.0,"Drama, Music, Psychological",,2022-2022,,8.2
Initial D,,TV,26.0,"Action, Drama, Sports",,1998-1998,,8.2
Meitantei Conan: Kurogane no Submarine,,Movie,1.0,"Drama, Mystery",,2023-2023,,8.2
Modao Zushi,,ONA,15.0,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",,2018-2018,,8.2
Gintama: THE SEMI-FINAL,,Special,2.0,"Action, Comedy",,2021-2021,,8.2
JoJo no Kimyou na Bouken: Stardust Crusaders - Egypt-hen,,TV,24.0,"Action, Adventure, Drama, Supernatural",,2015-2015,,8.2
GREAT PRETENDER,,ONA,23.0,"Action, Comedy, Drama, Thriller",,2020-2020,,8.2
Tengoku Daimakyou,,TV,1.0,"Adventure, Mystery, Sci-Fi, Thriller",,2023-2023,,8.2
Fruits Basket: 1st Season,,TV,25.0,"Comedy, Drama, Romance, Slice of Life, Supernatural",,2019-2019,,8.2
Mushoku Tensei II: Isekai Ittara Honki Dasu,,TV,1.0,"Adventure, Drama, Ecchi, Fantasy",,2023-2023,,8.2
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou Yakusai-hen,,TV,11.0,"Action, Adventure, Comedy, Fantasy, Romance",,2023-2023,,8.2
Dou Po Cangqiong: San Nian Zhi Yue,,ONA,13.0,"Action, Adventure, Fantasy",,2021-2021,,8.2
Diamond no Ace act II,,TV,52.0,Sports,,2019-2019,,8.2
BLUE GIANT,,Movie,1.0,"Drama, Music",,2023-2023,,8.2
Naruto,,TV,2.0,,,2002-2002,,8.2
Boku no Hero Academia 6,,TV,25.0,"Action, Adventure",,2022-2022,,8.2
BanG Dream! It's MyGO!!!!!,,TV,1.0,"Drama, Music, Slice of Life",,2023-2023,,8.2
Benghuai 3: Apocalypse Rushi Shuo,,ONA,1.0,"Action, Drama, Sci-Fi",,2022-2022,,8.2
Yahari Ore no Seishun Love Come wa Machigatteiru. Kan,,TV,12.0,"Comedy, Drama, Romance, Slice of Life",,2020-2020,,8.2
Natsume Yuujinchou: Utsusemi ni Musubu,,Movie,1.0,"Drama, Fantasy, Slice of Life, Supernatural",,2018-2018,,8.2
JoJo no Kimyou na Bouken: Stone Ocean Part 2,,ONA,26.0,"Action, Adventure, Drama, Supernatural",,2022-2022,,8.2
xxxHOLiC◆Kei,,TV,1.0,,,2008-2008,,8.2
Quanzhi Gaoshou Specials,,ONA,3.0,,,2018-2018,,8.2
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,,,,,,2020-2020,,8.2
SPY×FAMILY Part 2,,TV,13.0,"Action, Comedy, Slice of Life, Supernatural",,2022-2022,,8.2
Kotarou wa Hitorigurashi,,ONA,1.0,"Comedy, Drama, Slice of Life",,2022-2022,,8.2
Kill Bill: Vol. 1,,,,,,2003-2003,,8.2
Kawaki wo Ameku,,Music,1.0,,,2019-2019,,8.2
Meitantei Conan Movie 13: Shikkoku no Chaser,,Movie,1.0,,,2009-2009,,8.2
Sasaki to Miyano: Sotsugyou-hen,,Movie,1.0,"Comedy, Romance, Slice of Life",,2023-2023,,8.2
Kimetsu no Yaiba: Katanakaji no Sato-hen,,TV,1.0,"Action, Adventure, Drama, Fantasy, Supernatural",,2023-2023,,8.2
Kuroko no Basket 2nd Season,,TV,2.0,,,2013-2013,,8.2
ROAD OF NARUTO,,Special,1.0,"Action, Adventure, Drama, Fantasy, Supernatural",,2022-2022,,8.2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,,TV,1.0,,,2015-2015,,8.2
Kimetsu no Yaiba: Mugen Ressha-hen (TV),,TV,7.0,"Action, Adventure, Drama, Fantasy, Mystery, Supernatural",,2021-2021,,8.2
Yubisaki to Renren,,TV,1.0,"Romance, Slice of Life",,2024-2024,,8.2
Senki Zesshou Symphogear XV,,TV,1.0,"Action, Drama, Mahou Shoujo, Music, Sci-Fi",,2019-2019,,8.2
Josee to Tora to Sakanatachi,,Movie,1.0,"Drama, Romance, Slice of Life",,2020-2020,,8.2
The Promised Neverland,,,,,,2019-2019,,8.2
Mahou Shoujo Madoka☆Magica,,TV,12.0,"Action, Drama, Fantasy, Mahou Shoujo, Psychological, Thriller",,2011-2011,,8.2
Koukaku Kidoutai: STAND ALONE COMPLEX,,TV,26.0,"Action, Mystery, Psychological, Sci-Fi",,2002-2002,,8.2
Kobayashi-san Chi no Maidragon S,,TV,12.0,"Comedy, Fantasy, Slice of Life",,2021-2021,,8.2
K-ON!!,,TV,26.0,"Comedy, Music, Slice of Life",,2010-2010,,8.2
Made in Abyss: Hourou Suru Tasogare,,Movie,1.0,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",,2019-2019,,8.2
InuYasha: Kanketsu-hen,,TV,2.0,,,2009-2009,,8.2
One Piece Movie 14: Stampede,,Movie,1.0,,,2019-2019,,8.2
Nomad: Megalo Box 2,,TV,1.0,,,2021-2021,,8.19
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,,TV,,,,2013-2013,,8.19
Mo Dao Zu Shi Q,,ONA,3.0,,,2020-2020,,8.19
Maison Ikkoku,,TV,9.0,,,1986-1986,,8.19
Asobi Asobase,,TV,1.0,,,2018-2018,,8.19
Hachimitsu to Clover II,,TV,1.0,,,2006-2006,,8.19
Vanitas no Karte Part 2,,TV,1.0,,,2022-2022,,8.19
Dr. Stone,,TV,2.0,,,2019-2019,,8.18
Little Busters! Refrain,,TV,1.0,,,2013-2013,,8.18
Major S2,,TV,2.0,,,2005-2005,,8.18
Hunter x Hunter: Greed Island,,OVA,8.0,,,2003-2003,,8.18
Haikyuu!! Movie 3: Sainou to Sense,,Movie,1.0,,,2017-2017,,8.18
Girls & Panzer Movie,,Movie,1.0,,,2015-2015,,8.18
Stand By Me Doraemon 2,,Movie,1.0,,,2020-2020,,8.18
Ballroom e Youkoso,,TV,2.0,,,2017-2017,,8.18
Bakuman.,,TV,2.0,,,2010-2010,,8.18
Initial D Second Stage,,TV,1.0,,,1999-1999,,8.18
Non Non Biyori Repeat,,TV,1.0,,,2015-2015,,8.18
xxxHOLiC Rou,,OVA,2.0,,,2010-2010,,8.18
Major S4,,TV,2.0,,,2008-2008,,8.18
Ao Ashi,,TV,2.0,,,2022-2022,,8.17
Digimon Adventure: Last Evolution Kizuna,,Movie,1.0,,,2020-2020,,8.17
No Game No Life: Zero,,Movie,1.0,,,2017-2017,,8.17
Meitantei Conan Movie 20: Junkoku no Nightmare,,Movie,1.0,,,2016-2016,,8.17
Made in Abyss Movie 1: Tabidachi no Yoake,,Movie,1.0,,,2019-2019,,8.17
K-On!!,,TV,2.0,,,2010-2010,,8.17
Initial D Fourth Stage,,TV,2.0,,,2004-2004,,8.17
Horimiya: Piece,,TV,1.0,,,2023-2023,,8.17
Holo no Graffiti,,ONA,,,,2019-2019,,8.17
Higurashi no Naku Koro ni Kai,,TV,2.0,,,2007-2007,,8.17
Girls & Panzer: Saishuushou Part 3,,Movie,1.0,,,2021-2021,,8.17
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,,Movie,4.0,,,2019-2019,,8.17
Black Lagoon: The Second Barrage,,TV,1.0,,,2006-2006,,8.17
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,,Movie,1.0,,,2017-2017,,8.16
Spy x Family Movie: Code: White,,Movie,1.0,,,2023-2023,,8.16
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,,Movie,1.0,,,2008-2008,,8.16
Dr. Stone: Stone Wars,,TV,1.0,,,2021-2021,,8.16
Dr. Stone: Ryuusui,,TV,,,,2022-2022,,8.16
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,,Movie,1.0,,,2021-2021,,8.16
Aria the Natural,,TV,2.0,,,2006-2006,,8.16
Dr. Stone: New World,,TV,1.0,,,2023-2023,,8.15
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,,TV,1.0,"Drama, Romance, Slice of Life, Supernatural",,2011-2011,,8.15
Yi Nian Yong Heng: Chuan Cheng Pian,,ONA,5.0,,,2022-2022,,8.15
Major: Message,,OVA,1.0,,,2010-2010,,8.14
IDOLiSH7 Second Beat!,,TV,1.0,,,2020-2020,,8.14
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,,TV,1.0,,,2019-2019,,8.14
Kaiba,,TV,1.0,,,2008-2008,,8.14
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,,OVA,1.0,,,2022-2022,,8.14
Natsume Yuujinchou Roku Specials,,Special,2.0,"Drama, Fantasy, Slice of Life, Supernatural",,2017-2017,,8.14
Working!!! Lord of the Takanashi,,Special,1.0,,,2016-2016,,8.14
Tensei shitara Slime Datta Ken,,TV,2.0,,,2018-2018,,8.14
Noragami Aragoto,,TV,1.0,,,2015-2015,,8.14
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,,Movie,1.0,,,2015-2015,,8.14
Ginga Eiyuu Densetsu Gaiden,,OVA,2.0,,,1998-1998,,8.14
