Title,English Name,Synonyms,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
Houkago Shounen Hanako-kun,,,TV,4.0,,,,,7.07
Isekai Shikkaku,,,TV,1.0,,,,,7.07
Astro Boy: Tetsuwan Atom,,,TV,5.0,,,,,7.06
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,,,Special,1.0,,,,,7.06
Boogiepop wa Warawanai (2019),,,TV,1.0,,,,,7.06
Code Geass: Hangyaku no Lelouch R2 Picture Drama,,,Special,9.0,,,,,7.06
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,,,Movie,1.0,,,,,7.06
Densetsu Kyojin Ideon,,,TV,3.0,,,,,7.06
Digimon X-Evolution,,,Movie,1.0,,,,,7.06
Dirty Pair: The Movie,,,Movie,1.0,,,,,7.06
Doraemon: Kaette Kita Doraemon,,,Special,1.0,,,,,7.06
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,,,Movie,1.0,,,,,7.06
Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,,,Special,1.0,,,,,7.06
Gundam Build Divers Re:Rise,,,ONA,1.0,,,,,7.06
Gunnm,,,OVA,2.0,,,,,7.06
Higepiyo,,,TV,3.0,,,,,7.06
IGPX: Immortal Grand Prix (2005),,,TV,1.0,,,,,7.06
Shadow Skill: Eigi,,,TV,2.0,,,,,7.06
Shakugan no Shana-tan,,,Special,4.0,,,,,7.06
Synduality: Noir Part 2,,,TV,1.0,,,,,7.06
Tetsuwan Birdy,,,OVA,4.0,,,,,7.06
Tokyo Magnitude 8.0 Recap,,,Special,1.0,,,,,7.06
Wo Shi Jiang Xiaobai,,,ONA,1.0,,,,,7.06
Yes ka No ka Hanbun ka,,,Movie,1.0,,,,,7.06
Yuugo: Koushounin,,,TV,1.0,,,,,7.06
Zero kara Hajimeru Mahou no Sho,,,TV,1.0,,,,,7.06
Zhen Hun Jie 3rd Season,,,ONA,1.0,,,,,7.06
Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,,,ONA,5.0,,,,,7.06
Kaiketsu Zorori,,,TV,5.0,,,,,7.06
Kanon,,,TV,1.0,,,,,7.06
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",,,Movie,1.0,,,,,7.06
Kuro no Shoukanshi,,,TV,1.0,,,,,7.06
Kyoukai no Rinne 3rd Season,,,TV,2.0,,,,,7.06
Last Exile: Ginyoku no Fam,,,TV,2.0,,,,,7.06
Muteki Koujin Daitarn 3,,,TV,4.0,,,,,7.06
My Home Hero,,,TV,1.0,,,,,7.06
Negima!? Haru Special!?,,,OVA,1.0,,,,,7.06
Nintama Rantarou,,,TV,,,,,,7.06
Ooi! Tonbo,,,TV,1.0,,,,,7.06
Persona 5 the Animation: The Day Breakers,,,TV,,,,,,7.06
Riding Bean,,,OVA,1.0,,,,,7.06
Sanzoku no Musume Ronja,,,TV,2.0,,,,,7.06
Seihou Bukyou Outlaw Star Specials,,,Special,2.0,,,,,7.06
Seirei Gensouki,,,TV,1.0,,,,,7.06
Senkaiden Houshin Engi,,,TV,2.0,,,,,7.06
"Kanojo, Okarishimasu 3rd Season",,,TV,1.0,,,,,7.05
Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono,,,Movie,1.0,,,,,7.05
Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,,,Movie,1.0,,,,,7.05
Kingyo Chuuihou!,,,TV,5.0,,,,,7.05
Kuroshitsuji Picture Drama,,,Special,1.0,,,,,7.05
Manie-Manie: Meikyuu Monogatari,,,Movie,3.0,,,,,7.05
Mayonaka Punch,,,TV,1.0,,,,,7.05
Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya,,,Special,1.0,,,,,7.05
Minky Momo in Yume ni Kakeru Hashi,,,OVA,1.0,,,,,7.05
Nisekoi: OVA,,,OVA,2.0,,,,,7.05
Obey Me!: Makai Dai Ryokou!,,,Special,1.0,,,,,7.05
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,,,TV,,,,,,7.05
"One Room, Hiatari Futsuu, Tenshi-tsuki.",,,TV,1.0,,,,,7.05
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,,,ONA,1.0,,,,,7.05
Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?,,,OVA,1.0,,,,,7.05
Rockman.EXE Stream,,,TV,5.0,,,,,7.05
Saishuu Heiki Kanojo: Another Love Song,,,OVA,2.0,,,,,7.05
Sasameki Koto,,,TV,1.0,,,,,7.05
7 Seeds 2nd Season,,,ONA,1.0,,,,,7.05
Ao no Exorcist: Ura Ex,,,Special,1.0,,,,,7.05
Appleseed (Movie),,,Movie,1.0,,,,,7.05
Armitage III: Poly-Matrix,,,Movie,1.0,,,,,7.05
Azumanga Daiou: Gekijou Tanpen,,,Special,1.0,,,,,7.05
Binchou-tan,,,TV,1.0,,,,,7.05
Digimon Tamers: Bousou Digimon Tokkyuu,,,Movie,1.0,,,,,7.05
Dual! Parallel Lun-Lun Monogatari,,,TV,1.0,,,,,7.05
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,,,OVA,1.0,,,,,7.05
Escaflowne,,,Movie,1.0,,,,,7.05
Evangelion: 3.0 (-46h),,,Special,1.0,,,,,7.05
GA: Geijutsuka Art Design Class - Aozora ga Kakitai,,,OVA,1.0,,,,,7.05
Gotou ni Naritai.,,,Movie,1.0,,,,,7.05
Guai Xiang Shou,,,ONA,8.0,,,,,7.05
Gudetama,,,TV,,,,,,7.05
Hakuouki OVA (2021),,,OVA,3.0,,,,,7.05
"Hetalia Axis Powers Movie: Paint it, White",,,Movie,1.0,,,,,7.05
Hi no Tori,,,TV,1.0,,,,,7.05
High Card Season 2,,,TV,1.0,,,,,7.05
Houkago no Breath,,,ONA,4.0,,,,,7.05
Inou-Battle wa Nichijou-kei no Naka de,,,TV,1.0,,,,,7.05
Iria: Zeiram The Animation,,,OVA,6.0,,,,,7.05
Jashin-chan Dropkick,,,TV,1.0,,,,,7.05
Shakunetsu no Takkyuu Musume,,,TV,1.0,,,,,7.05
Shaonian Ge Xing,,,ONA,2.0,,,,,7.05
Shi Ye Miao Yin,,,ONA,1.0,,,,,7.05
Show By Rock!! #,,,TV,1.0,,,,,7.05
Sora no Manimani,,,TV,1.0,,,,,7.05
Street Fighter II V,,,TV,2.0,,,,,7.05
Tales of Symphonia The Animation: Tethe'alla-hen Specials,,,Special,4.0,,,,,7.05
Toaru Kagaku no Railgun S: Motto Marutto Railgun,,,Special,2.0,,,,,7.05
Urusei Yatsura Movie 1: Only You,,,Movie,1.0,,,,,7.05
Usavich III,,,TV,1.0,,,,,7.05
Versailles no Bara to Onna-tachi,,,Special,1.0,,,,,7.05
Wan Jie Du Zun 2nd Season,,,ONA,,,,,,7.05
Zhen Wu Dianfeng,,,ONA,4.0,,,,,7.05
Zi Chuan,,,ONA,4.0,,,,,7.05
Shangri-La,,,TV,2.0,,,,,7.04
Show By Rock!! Mashumairesh!!,,,TV,1.0,,,,,7.04
Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,,,Movie,1.0,,,,,7.04
Super Lovers 2,,,TV,1.0,,,,,7.04
Tokyo Majin Gakuen Kenpuuchou: Tou,,,TV,1.0,,,,,7.04
Trinity Seven,,,TV,1.0,,,,,7.04
Tsugumomo,,,TV,1.0,,,,,7.04
Urusei Yatsura: The Shougaibutsu Suieitaikai,,,Special,1.0,,,,,7.04
Usavich II,,,TV,1.0,,,,,7.04
Yakushiji Ryouko no Kaiki Jikenbo,,,TV,1.0,,,,,7.04
Yuri Kuma Arashi,,,TV,1.0,,,,,7.04
Zuoshou Shanglan,,,ONA,8.0,,,,,7.04
Kannagi: Moshimo Kannagi ga Attara...,,,Special,1.0,,,,,7.04
Kiddy Grade: Truth Dawn,,,Movie,1.0,,,,,7.04
Li Linke de Xiao Guaner,,,ONA,1.0,,,,,7.04
Mahouka Koukou no Rettousei 3rd Season,,,TV,1.0,,,,,7.04
Meiji Tokyo Renka,,,TV,1.0,,,,,7.04
Metal Fight Beyblade 4D,,,TV,5.0,,,,,7.04
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,,,Special,1.0,,,,,7.04
Mokke,,,TV,2.0,,,,,7.04
Momokuri,,,ONA,2.0,,,,,7.04
Nekketsu Saikyou Go-Saurer,,,TV,5.0,,,,,7.04
Ookami to Koushinryou II: Holo no Short Anime,,,Special,2.0,,,,,7.04
Orient: Awajishima Gekitou-hen,,,TV,1.0,,,,,7.04
Pokemon Movie 12: Arceus Choukoku no Jikuu e,,,Movie,1.0,,,,,7.04
Princess Connect! Re:Dive,,,TV,1.0,,,,,7.04
Rockman.EXE Beast,,,TV,2.0,,,,,7.04
Roujin Z,,,Movie,1.0,,,,,7.04
Seikai no Danshou: Tanjou,,,TV,,,,,,7.04
Seisenshi Dunbine,,,TV,4.0,,,,,7.04
Sekai Seifuku: Bouryaku no Zvezda,,,TV,1.0,,,,,7.04
.hack//The Movie: Sekai no Mukou ni,,,Movie,1.0,,,,,7.04
Aishen Qiaokeli-ing...II,,,ONA,1.0,,,,,7.04
All Out!!,,,TV,2.0,,,,,7.04
Aru Tabibito no Nikki,,,ONA,6.0,,,,,7.04
Di Gi Charat Nyo,,,TV,1.0,,,,,7.04
Dog Signal,,,TV,2.0,,,,,7.04
ef: A Tale of Memories. - Prologue,,,Special,1.0,,,,,7.04
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,,,OVA,2.0,,,,,7.04
Gekijou Tanpen Macross Frontier: Toki no Meikyuu,,,Movie,1.0,,,,,7.04
Giniro no Kami no Agito,,,Movie,1.0,,,,,7.04
Good Night World,,,ONA,1.0,,,,,7.04
Great Mazinger,,,TV,5.0,,,,,7.04
Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,,,OVA,1.0,,,,,7.04
Jaku-Chara Tomozaki-kun 2nd Stage,,,TV,1.0,,,,,7.04
Ao no Exorcist: Shimane Illuminati-hen,,,TV,1.0,,,,,7.03
Cardcaptor Sakura: Clear Card-hen Recap,,,TV,,,,,,7.03
Cardfight!! Vanguard,,,TV,6.0,,,,,7.03
Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,,,OVA,1.0,,,,,7.03
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,,,Special,1.0,,,,,7.03
Danball Senki W,,,TV,5.0,,,,,7.03
Devilman: Yochou Sirene-hen,,,OVA,1.0,,,,,7.03
Dirty Pair: Lovely Angels yori Ai wo Komete,,,OVA,2.0,,,,,7.03
Doraemon Movie 43: Nobita no Chikyuu Symphony,,,Movie,1.0,,,,,7.03
"Dragon Ball Z Movie 15: Fukkatsu no ""F""",,,Movie,1.0,,,,,7.03
Fei Ren Zai 1st Season Part 2,,,ONA,1.0,,,,,7.03
Golden Time (Movie),,,Movie,1.0,,,,,7.03
Grander Musashi RV,,,TV,3.0,,,,,7.03
Grisaia no Rakuen Specials,,,Special,5.0,,,,,7.03
Happy Birthday: Inochi Kagayaku Toki,,,Movie,1.0,,,,,7.03
Hayate no Gotoku! Can't Take My Eyes Off You,,,TV,1.0,,,,,7.03
Himouto! Umaru-chanS,,,Special,1.0,,,,,7.03
Ichigo Mashimaro Episode 0,,,Special,1.0,,,,,7.03
Show By Rock!!,,,TV,1.0,,,,,7.03
Sore ga Seiyuu!,,,TV,1.0,,,,,7.03
Sousei no Aquarion OVA,,,OVA,2.0,,,,,7.03
Tenjou Tenge: The Past Chapter,,,OVA,1.0,,,,,7.03
Umineko no Naku Koro ni,,,TV,2.0,,,,,7.03
Watashi to Watashi: Futari no Lotte,,,TV,2.0,,,,,7.03
Kemurikusa (TV),,,TV,1.0,,,,,7.03
Kikou Souseiki Mospeada,,,TV,2.0,,,,,7.03
Koro-sensei Quest!,,,ONA,1.0,,,,,7.03
Kyou no 5 no 2 (TV): Takarabako,,,OVA,1.0,,,,,7.03
Machine-Doll wa Kizutsukanai,,,TV,1.0,,,,,7.03
Mahoromatic: Tadaima Okaeri,,,TV,,,,,,7.03
Mahou Shoujo-tai Arusu,,,TV,4.0,,,,,7.03
Mazinkaiser SKL,,,OVA,3.0,,,,,7.03
Nichijou: Original Jikai Yokoku,,,Special,2.0,,,,,7.03
Ninkuu,,,TV,5.0,,,,,7.03
Ochame na Futago: Claire Gakuin Monogatari,,,TV,2.0,,,,,7.03
Red Baron,,,TV,4.0,,,,,7.03
Red Garden,,,TV,2.0,,,,,7.03
Reikenzan: Hoshikuzu-tachi no Utage,,,TV,1.0,,,,,7.03
Seikimatsu Occult Gakuin,,,TV,1.0,,,,,7.03
Sekirei: Hajimete no Otsukai,,,Special,1.0,,,,,7.03
Senki Zesshou Symphogear,,,TV,1.0,,,,,7.03
Joker Game,,,TV,1.0,,,,,7.02
Kaibutsu Oujo (OVA),,,OVA,3.0,,,,,7.02
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,,,TV,1.0,,,,,7.02
Kanojo mo Kanojo Season 2,,,TV,1.0,,,,,7.02
Kaze no Naka no Shoujo: Kinpatsu no Jeanie,,,TV,5.0,,,,,7.02
Kikoushi Enma,,,OVA,4.0,,,,,7.02
Kimi no Iru Machi OVA,,,OVA,2.0,,,,,7.02
Kodomo no Jikan Ni Gakki,,,OVA,3.0,,,,,7.02
Kodomo no Jikan OVA,,,OVA,3.0,,,,,7.02
Kyattou Ninden Teyandee,,,TV,5.0,,,,,7.02
Mahoutsukai Tai!,,,OVA,6.0,,,,,7.02
Maiko-san Chi no Makanai-san,,,TV,1.0,,,,,7.02
Mashiro-iro Symphony: The Color of Lovers,,,TV,1.0,,,,,7.02
Meitantei Conan OVA 12: Excalibur no Kiseki,,,OVA,1.0,,,,,7.02
Meitantei Conan: Kinga Shinnen Mouri Kogorou,,,Special,1.0,,,,,7.02
Metal Fight Beyblade: Baku,,,TV,5.0,,,,,7.02
MM!,,,TV,1.0,,,,,7.02
One Punch Man 2nd Season Commemorative Special,,,TV,,,,,,7.02
Ooyukiumi no Kaina: Hoshi no Kenja,,,Movie,1.0,,,,,7.02
Otome wa Boku ni Koishiteru,,,TV,1.0,,,,,7.02
Promare: Lio-hen,,,ONA,1.0,,,,,7.02
Qin Shi Mingyue: Wanli Changcheng,,,TV,3.0,,,,,7.02
Sekirei,,,TV,1.0,,,,,7.02
Aikatsu on Parade!,,,TV,2.0,,,,,7.02
Akazukin Chacha OVA,,,OVA,3.0,,,,,7.02
Asatte no Houkou.,,,TV,1.0,,,,,7.02
B'T X,,,TV,2.0,,,,,7.02
Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,,,Special,1.0,,,,,7.02
Bakusou Kyoudai Let's & Go WGP,,,TV,5.0,,,,,7.02
Blame! Movie,,,Movie,1.0,,,,,7.02
Blue Archive: Beautiful Day Dreamer,,,ONA,1.0,,,,,7.02
Blue Gender,,,TV,2.0,,,,,7.02
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,,,OVA,1.0,,,,,7.02
Code Geass: Hangyaku no Lelouch Recaps,,,TV,,,,,,7.02
Doraemon Movie 04: Nobita no Kaitei Kiganjou,,,Movie,1.0,,,,,7.02
Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,,,Movie,1.0,,,,,7.02
Dosanko Gal wa Namara Menkoi,,,TV,1.0,,,,,7.02
Douluo Dalu: Daoyan Jianji Ban,,,ONA,1.0,,,,,7.02
Fate/kaleid liner Prisma☆Illya,,,TV,1.0,,,,,7.02
Fei Ren Zai 1st Season Part 3,,,ONA,1.0,,,,,7.02
Full Metal Panic! Movie 3: Into the Blue,,,Movie,1.0,,,,,7.02
Geu Yeoreum Movie,,,Movie,1.0,,,,,7.02
Hayate no Gotoku! Cuties,,,TV,1.0,,,,,7.02
Jahy-sama wa Kujikenai!,,,TV,2.0,,,,,7.02
Jarinko Chie,,,Movie,1.0,,,,,7.02
Slow Start,,,TV,1.0,,,,,7.02
Soredemo Ayumu wa Yosetekuru,,,TV,1.0,,,,,7.02
Strike the Blood,,,TV,2.0,,,,,7.02
Super Senko-san Time Episode 12,,,Special,1.0,,,,,7.02
Takahashi Rumiko Gekijou Ningyo no Mori,,,TV,1.0,,,,,7.01
Tokyo Ghoul √A,,,TV,1.0,,,,,7.02
UniteUp!,,,TV,1.0,,,,,7.02
Wan Jie Xian Zong 5th Season,,,ONA,2.0,,,,,7.02
Wangzhe Da Shixiong,,,ONA,1.0,,,,,7.02
Wasurenagumo,,,TV,,,,,,7.02
Yuan Long 2nd Season,,,ONA,1.0,,,,,7.02
Shakunetsu Kabaddi,,,TV,1.0,,,,,7.01
Shuffle!,,,TV,2.0,,,,,7.01
Stop!! Hibari-kun!,,,TV,3.0,,,,,7.01
Stranger: Mukou Hadan Pilot,,,Special,1.0,,,,,7.01
Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,,,Movie,1.0,,,,,7.01
Sword Art Online Alternative: Gun Gale Online,,,TV,1.0,,,,,7.01
Taiho Shichau zo Special,,,TV,2.0,,,,,7.01
Tales of Symphonia The Animation: Sekai Tougou-hen Specials,,,Special,3.0,,,,,7.01
Tesagure! Bukatsumono Encore,,,TV,1.0,,,,,7.01
Tokimeki Memorial: Only Love,,,TV,2.0,,,,,7.01
Uma Musume: Pretty Derby - 1st Anniversary Special Animation,,,Special,1.0,,,,,7.01
Uta no☆Prince-sama♪ Maji Love 1000%,,,TV,1.0,,,,,7.01
Wo Jia Da Shixiong Shi Ge Fanpai,,,ONA,1.0,,,,,7.01
Yami no Matsuei,,,TV,1.0,,,,,7.01
YAT Anshin! Uchuu Ryokou,,,TV,5.0,,,,,7.01
"Yuusha, Yamemasu",,,TV,1.0,,,,,7.01
Kiddy Grade: Maelstrom,,,Movie,1.0,,,,,7.01
Kyoukaisenjou no Horizon,,,TV,1.0,,,,,7.01
Lupin III: Alcatraz Connection,,,TV,,,,,,7.01
Madlax,,,TV,2.0,,,,,7.01
Magic-Kyun! Renaissance,,,TV,1.0,,,,,7.01
Mamoru-kun ni Megami no Shukufuku wo!,,,TV,2.0,,,,,7.01
Medaka Box,,,TV,1.0,,,,,7.01
Mekakucity Actors,,,TV,1.0,,,,,7.01
Mushibugyou OVA,,,OVA,3.0,,,,,7.01
Natsu-iro Kiseki,,,TV,1.0,,,,,7.01
Nekopara: Koneko no Hi no Yakusoku,,,ONA,1.0,,,,,7.01
NG Knight Ramune & 40,,,TV,3.0,,,,,7.01
Ookami Shoujo to Kuro Ouji,,,TV,1.0,,,,,7.01
Oshiete! Galko-chan,,,TV,1.0,,,,,7.01
Photon,,,OVA,6.0,,,,,7.01
Ranma ½: Totteoki Talk - Best of Memories,,,OVA,1.0,,,,,7.01
Ro-Kyu-Bu! SS,,,TV,1.0,,,,,7.01
Seiyou Kottou Yougashiten: Antique,,,TV,1.0,,,,,7.01
Aikatsu! 10th Story: Mirai e no Starway,,,Movie,1.0,,,,,7.01
Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,,,Movie,1.0,,,,,7.01
Ajin Part 2 OVA,,,OVA,1.0,,,,,7.01
Azur Lane: Bisoku Zenshin!,,,TV,1.0,,,,,7.01
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,,,TV,1.0,,,,,7.01
Bosco Adventure,,,TV,2.0,,,,,7.01
Chicchana Yukitsukai Sugar Specials,,,TV,,,,,,7.01
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,,,Movie,1.0,,,,,7.01
Daisuki! BuBu ChaCha,,,TV,2.0,,,,,7.01
Danball Senki Wars,,,TV,3.0,,,,,7.01
Fate/Zero Remix,,,TV,,,,,,7.01
Full Metal Panic! Movie 1: Boy Meets Girl,,,Movie,1.0,,,,,7.01
Fushigi Yuugi Special: Nakago Shikkari Shinasai!,,,Special,2.0,,,,,7.01
Galaxy Angel,,,TV,2.0,,,,,7.01
Gantz 2nd Stage,,,TV,1.0,,,,,7.01
11-nin Iru!,,,Movie,1.0,,,,,7.00
Aria the Origination Picture Drama,,,Special,7.0,,,,,7.00
Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden,,,Movie,1.0,,,,,7.00
Eikoku Koi Monogatari Emma: Intermission,,,Special,1.0,,,,,7.00
"Flanders no Inu, Boku no Patrasche",,,TV,2.0,,,,,7.00
Full Metal Panic! Movie 2: One Night Stand,,,Movie,1.0,,,,,7.00
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,,,Special,1.0,,,,,7.00
Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,,,Special,6.0,,,,,7.00
Harukanaru Toki no Naka de: Hachiyou Shou,,,TV,2.0,,,,,7.00
Hiatari Ryoukou!,,,TV,4.0,,,,,7.00
Inazuma Eleven Go,,,TV,4.0,,,,,7.00
Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,,,Movie,1.0,,,,,7.00
Shakugan no Shana-tan III (Final): Final Destruction,,,Special,2.0,,,,,7.00
"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",,,Special,1.0,,,,,7.00
Soukou no Strain,,,TV,1.0,,,,,7.00
Tenjou Tenge: The Ultimate Fight,,,OVA,2.0,,,,,7.00
Tottoko Hamtarou,,,TV,2.0,,,,,7.00
Tu Bian Ying Xiong Leaf,,,ONA,1.0,,,,,7.00
Uchuu Senkan Yamato III,,,TV,2.0,,,,,7.00
Uta no☆Prince-sama♪ Maji Love Revolutions,,,TV,1.0,,,,,7.00
Waccha PriMagi!,,,TV,5.0,,,,,7.00
Yami Shibai,,,TV,1.0,,,,,7.00
Yankee-kun na Yamada-kun to Megane-chan to Majo,,,Special,1.0,,,,,7.00
Yuuki Yuuna wa Yuusha de Aru: Hidamari,,,Special,1.0,,,,,7.00
Kamigami no Asobi,,,TV,1.0,,,,,7.00
Koi Kaze,,,TV,1.0,,,,,7.00
Koutetsu Jeeg,,,TV,4.0,,,,,7.00
Lupin III: Lupin vs. Fukusei-ningen,,,Movie,1.0,,,,,7.00
Makai Ouji: Devils and Realist,,,TV,1.0,,,,,7.00
Maria†Holic,,,TV,1.0,,,,,7.00
Masuda Kousuke Gekijou Gag Manga Biyori 3,,,TV,1.0,,,,,7.00
Oishinbo,,,TV,1.0,,,,,7.00
Senpai wa Otokonoko,,,TV,1.0,,,,,7.00
Jungle no Ouja Tar-chan,,,TV,5.0,,,,,6.99
Jungle Taitei Movie (1997),,,Movie,1.0,,,,,6.99
Kamisama Dolls,,,TV,1.0,,,,,6.99
Karneval,,,OVA,1.0,,,,,6.99
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,,,OVA,2.0,,,,,6.99
Lost Universe,,,TV,2.0,,,,,6.99
Lupin III: Moeyo Zantetsuken!,,,TV,,,,,,6.99
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,,,TV,8.0,,,,,6.99
Marco: Haha wo Tazunete Sanzenri,,,Movie,1.0,,,,,6.99
Nanatsu-iro★Drops,,,TV,1.0,,,,,6.99
Onegai☆Twins: Natsu wa Owaranai,,,OVA,1.0,,,,,6.99
Paripi Koumei: Road to Summer Sonia,,,Movie,1.0,,,,,6.99
RahXephon: Tagen Hensoukyoku,,,Movie,1.0,,,,,6.99
Raiyantsuuri no Uta,,,Movie,1.0,,,,,6.99
Rental Magica,,,TV,2.0,,,,,6.99
Saiyuuki (OVA),,,OVA,2.0,,,,,6.99
Senyuu. Specials,,,Special,4.0,,,,,6.99
Ao no 6-gou,,,OVA,4.0,,,,,6.99
Area 88 (TV),,,TV,1.0,,,,,6.99
Arslan Senki (TV) Gaiden,,,OVA,2.0,,,,,6.99
Asura,,,Movie,1.0,,,,,6.99
BanG Dream!,,,TV,1.0,,,,,6.99
Brave Witches: Petersburg Daisenryaku,,,Special,1.0,,,,,6.99
Chain Chronicle: Haecceitas no Hikari Part 3,,,Movie,1.0,,,,,6.99
Danball Senki,,,TV,4.0,,,,,6.99
Doraemon Movie 16: Nobita no Sousei Nikki,,,Movie,1.0,,,,,6.99
Dragon League,,,TV,3.0,,,,,6.99
Ensemble Stars!! Tsuioku Selection Checkmate,,,ONA,6.0,,,,,6.99
Ensemble Stars!! Tsuioku Selection Crossroad,,,ONA,6.0,,,,,6.99
Fushigi Mahou Fun Fun Pharmacy,,,TV,4.0,,,,,6.99
Futari wa Precure: Max Heart,,,TV,4.0,,,,,6.99
Gakusen Toshi Asterisk 2nd Season,,,TV,1.0,,,,,6.99
Hataraki Man,,,TV,1.0,,,,,6.99
Huyao Xiao Hongniang: Jin Chenxi,,,ONA,1.0,,,,,6.99
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",,,TV,1.0,,,,,6.99
Sky Girls,,,TV,2.0,,,,,6.99
Taiho Shichau zo: Nagisa no Koutsuu Yuudou,,,TV,,,,,,6.99
Terra Formars,,,TV,1.0,,,,,6.99
Vampire Hunter D,,,Movie,1.0,,,,,6.99
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,,,TV,1.0,,,,,6.99
Wo Shi Jiang Xiaobai (2018),,,ONA,1.0,,,,,6.99
Wonderful Days,,,Movie,1.0,,,,,6.99
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,,,Movie,1.0,,,,,6.99
Yuragi-sou no Yuuna-san,,,TV,1.0,,,,,6.99
Yuusha Tokkyuu Might Gaine,,,TV,4.0,,,,,6.99
Strike the Blood III,,,OVA,1.0,,,,,6.98
Tight-rope,,,OVA,2.0,,,,,6.98
Tsurupika Hagemaru-kun,,,TV,5.0,,,,,6.98
Uzaki-chan wa Asobitai!,,,TV,1.0,,,,,6.98
Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,,,Special,1.0,,,,,6.98
"Wake Up, Girls!",,,TV,1.0,,,,,6.98
Witch Craft Works,,,TV,1.0,,,,,6.98
Zombie-Loan Specials,,,Special,2.0,,,,,6.98
Jungle Book Shounen Mowgli,,,TV,5.0,,,,,6.98
Kamen no Maid Guy,,,TV,1.0,,,,,6.98
Kinnikuman II Sei: Ultimate Muscle 2,,,TV,1.0,,,,,6.98
Kokkoku,,,TV,1.0,,,,,6.98
Kuruneko 2nd Season,,,TV,5.0,,,,,6.98
Mameshiba,,,Special,2.0,,,,,6.98
Muteki Choujin Zanbot 3,,,TV,2.0,,,,,6.98
Nasu: Andalusia no Natsu,,,Movie,1.0,,,,,6.98
Nijiiro Hotaru: Eien no Natsuyasumi,,,Movie,1.0,,,,,6.98
Ohoshi-sama no Rail,,,Movie,1.0,,,,,6.98
Precure Dream Stars! Movie,,,Movie,1.0,,,,,6.98
Rekka no Honoo: Final Burning,,,Special,1.0,,,,,6.98
Seiyuu Radio no Uraomote,,,TV,1.0,,,,,6.98
Sengoku Youko: Yonaoshi Kyoudai-hen,,,TV,1.0,,,,,6.98
Animal Yokochou,,,TV,5.0,,,,,6.98
Blue Seed,,,TV,2.0,,,,,6.98
Chain Chronicle: Haecceitas no Hikari Part 1,,,Movie,1.0,,,,,6.98
Concrete Revolutio: Choujin Gensou - The Last Song,,,TV,1.0,,,,,6.98
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,,,Movie,1.0,,,,,6.98
Daisougen no Chiisana Tenshi: Bush Baby,,,TV,4.0,,,,,6.98
Dog Days',,,TV,1.0,,,,,6.98
Gantz,,,TV,1.0,,,,,6.98
Genki Bakuhatsu Ganbaruger,,,TV,4.0,,,,,6.98
Geragera Boes Monogatari,,,TV,5.0,,,,,6.98
